gameid,date,patch,gamelength,blue_team,red_team,blue_win,blue_champ1,blue_champ2,blue_champ3,blue_champ4,blue_champ5,red_champ1,red_champ2,red_champ3,red_champ4,red_champ5,blue_kills,red_kills,blue_gold,red_gold,blue_dragons,red_dragons,blue_barons,red_barons,blue_towers,red_towers,blue_ban1,red_ban1,blue_ban2,red_ban2,blue_ban3,red_ban3,blue_ban4,red_ban4,blue_ban5,red_ban5,blue_top,red_top,blue_jng,red_jng,blue_mid,red_mid,blue_bot,red_bot,blue_sup,red_sup
LCK/2020 Season/Summer Season_Week 4_8_2,2020-07-11 12:28:00,10.13,35.5,SeolHaeOne Prince,Afreeca Freecs,0,Volibear,Nidalee,LeBlanc,Kalista,Leona,Kennen,Olaf,Zoe,Aphelios,Nautilus,8,20,58498,68307,2,3,0,2,3,11,Sett,Wukong,Gnar,Twisted Fate,Karma,Ezreal,Jax,Taric,Jayce,Trundle,ikssu,Kiin,Flawless,Spirit,Mickey (Son Young-min),Fly (Song Yong-jun),HyBriD (Lee Woo-jin),Mystic,Secret (Park Ki-sun),Ben
LCK/2020 Season/Summer Season_Week 4_8_1,2020-07-11 11:00:00,10.13,36.783333333333,Afreeca Freecs,SeolHaeOne Prince,1,Gnar,Poppy,Zoe,Ezreal,Tahm Kench,Aatrox,Nidalee,Orianna,Ashe,Zyra,11,2,69802,56041,4,1,1,0,11,1,Karma,Sett,Aphelios,Kalista,Twisted Fate,Volibear,Wukong,Nautilus,Renekton,Leona,Kiin,ikssu,Spirit,Flawless,Fly (Song Yong-jun),Mickey (Son Young-min),Mystic,HyBriD (Lee Woo-jin),Ben,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 4_7_3,2020-07-11 09:45:00,10.13,31.016666666667,DRX,DAMWON Gaming,1,Wukong,Volibear,Azir,Aphelios,Tahm Kench,Camille,Lee Sin,Twisted Fate,Kalista,Leona,22,13,59403,54208,2,2,1,0,7,3,Pantheon,Ezreal,Varus,Nidalee,Sett,Karma,Jayce,Rek'Sai,Renekton,Thresh,Doran (Choi Hyeon-joon),Nuguri,Pyosik,Canyon,Chovy,ShowMaker,Deft,Ghost (Jang Yong-jun),Keria,BeryL
LCK/2020 Season/Summer Season_Week 4_7_2,2020-07-11 08:51:00,10.13,31.55,DAMWON Gaming,DRX,1,Volibear,Lee Sin,Zoe,Ashe,Pantheon,Kennen,Trundle,Sylas,Aphelios,Braum,24,13,64296,49284,5,0,2,0,9,0,Sett,Twisted Fate,Ezreal,Varus,Senna,Jayce,LeBlanc,Nidalee,Orianna,Karma,Nuguri,Doran (Choi Hyeon-joon),Canyon,Pyosik,ShowMaker,Chovy,Ghost (Jang Yong-jun),Deft,BeryL,Keria
LCK/2020 Season/Summer Season_Week 4_7_1,2020-07-11 06:03:00,10.13,34.45,DRX,DAMWON Gaming,1,Karma,Rek'Sai,Twisted Fate,Senna,Braum,Sett,Lee Sin,Sylas,Kalista,Bard,10,9,62448,62207,3,2,1,1,6,9,Pantheon,Ezreal,Trundle,Nidalee,Varus,Volibear,Jayce,Tahm Kench,Taric,Camille,Doran (Choi Hyeon-joon),Nuguri,Pyosik,Canyon,Chovy,ShowMaker,Deft,Ghost (Jang Yong-jun),Keria,BeryL
LCK/2020 Season/Summer Season_Week 4_6_2,2020-07-10 11:42:00,10.13,37.4,KT Rolster,SANDBOX Gaming,0,Jayce,Jarvan IV,Azir,Varus,Rumble,Wukong,Trundle,LeBlanc,Senna,Braum,7,20,60377,69579,3,3,0,2,3,10,Olaf,Kalista,Tahm Kench,Sett,Twisted Fate,Karma,Sylas,Renekton,Camille,Kennen,SoHwan,Summit,bonO (Kim Gi-beom),OnFleek,Ucal,FATE (Yoo Su-hyeok),Aiming,Route,Smeb,GorillA
LCK/2020 Season/Summer Season_Week 4_6_1,2020-07-10 09:34:00,10.13,35.533333333333,SANDBOX Gaming,KT Rolster,1,Camille,Volibear,Twisted Fate,Aphelios,Nautilus,Jax,Trundle,Orianna,Ezreal,Maokai,11,5,66601,57381,2,4,0,0,10,2,Kalista,Olaf,Senna,Karma,Sett,Varus,Kennen,Renekton,Mordekaiser,Lee Sin,Summit,SoHwan,OnFleek,bonO (Kim Gi-beom),FATE (Yoo Su-hyeok),Ucal,Route,Aiming,GorillA,Smeb
LCK/2020 Season/Summer Season_Week 4_5_2,2020-07-10 08:39:00,10.13,26.566666666667,Gen.G,Team Dynamics,1,Karma,Lee Sin,Twisted Fate,Varus,Leona,Kennen,Olaf,Sylas,Aphelios,Nautilus,16,5,53228,40149,3,1,1,0,10,1,Senna,Kalista,Sett,Ezreal,Volibear,Ashe,Lucian,Zoe,LeBlanc,Azir,Rascal,Rich (Lee Jae-won),Clid,Beyond (Kim Kyu-seok),Bdd,Kuzan,Ruler,deokdam,Life,GuGer
LCK/2020 Season/Summer Season_Week 4_5_1,2020-07-10 06:06:00,10.13,31.183333333333,Team Dynamics,Gen.G,0,Kennen,Trundle,Galio,Aphelios,Sett,Karma,Lee Sin,Zoe,Miss Fortune,Leona,8,19,48299,59348,0,4,0,1,3,9,Kalista,Varus,Ezreal,Volibear,Ashe,Senna,Twisted Fate,Lucian,Azir,LeBlanc,Rich (Lee Jae-won),Rascal,Beyond (Kim Kyu-seok),Clid,Kuzan,Bdd,deokdam,Ruler,GuGer,Life
LCK/2020 Season/Summer Season_Week 4_4_2,2020-07-09 11:37:00,10.13,22.766666666667,Afreeca Freecs,DAMWON Gaming,0,Aatrox,Trundle,Malzahar,Ezreal,Tahm Kench,Renekton,Nidalee,Twisted Fate,Aphelios,Leona,4,16,33518,47194,0,2,0,0,0,8,Sett,Kalista,Varus,Volibear,Bard,Orianna,Camille,Wukong,Jayce,Galio,Kiin,Nuguri,Spirit,Canyon,Fly (Song Yong-jun),ShowMaker,Mystic,Ghost (Jang Yong-jun),Ben,BeryL
LCK/2020 Season/Summer Season_Week 4_4_1,2020-07-09 09:40:00,10.13,28.983333333333,DAMWON Gaming,Afreeca Freecs,1,Camille,Lee Sin,Twisted Fate,Varus,Sett,Renekton,Olaf,Karma,Aphelios,Nautilus,19,4,62368,44338,2,2,1,0,11,0,Kalista,Jayce,Orianna,Pantheon,Volibear,Ezreal,Mordekaiser,Trundle,Galio,Nidalee,Nuguri,Kiin,Canyon,Spirit,ShowMaker,Fly (Song Yong-jun),Ghost (Jang Yong-jun),Mystic,BeryL,Ben
LCK/2020 Season/Summer Season_Week 4_3_2,2020-07-09 08:40:00,10.13,27.933333333333,SeolHaeOne Prince,T1,0,Illaoi,Trundle,LeBlanc,Aphelios,Tahm Kench,Wukong,Olaf,Lissandra,Kalista,Nautilus,4,13,42982,55181,1,3,0,1,2,8,Sett,Volibear,Nunu &amp; Willump,Twisted Fate,Ezreal,Karma,Kennen,Thresh,Jayce,Braum,ikssu,Canna,Flawless,Cuzz,Mickey (Son Young-min),Faker,HyBriD (Lee Woo-jin),Teddy,Secret (Park Ki-sun),Effort
LCK/2020 Season/Summer Season_Week 4_3_1,2020-07-09 06:32:00,10.13,32.116666666667,T1,SeolHaeOne Prince,1,Wukong,Nidalee,Azir,Ezreal,Nautilus,Illaoi,Graves,Ekko,Ashe,Zyra,20,6,66737,54329,3,2,1,0,11,3,Volibear,Sett,Karma,Twisted Fate,Aphelios,Kalista,Braum,Kennen,Leona,Jayce,Canna,ikssu,Cuzz,Flawless,Faker,Mickey (Son Young-min),Teddy,HyBriD (Lee Woo-jin),Effort,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 4_2_2,2020-07-08 12:37:00,10.13,32.916666666667,Hanwha Life Esports,SANDBOX Gaming,0,Wukong,Volibear,Fiddlesticks,Ezreal,Leona,Renekton,Olaf,Orianna,Senna,Thresh,4,16,48539,62894,1,4,0,2,1,9,Tahm Kench,Kalista,Karma,Sett,Trundle,Graves,Aphelios,LeBlanc,Varus,Azir,DuDu (Lee Dong-ju),Summit,CaD,OnFleek,Lava,FATE (Yoo Su-hyeok),Viper (Park Do-hyeon),Route,Lehends,GorillA
LCK/2020 Season/Summer Season_Week 4_2_1,2020-07-08 10:55:00,10.13,40.95,SANDBOX Gaming,Hanwha Life Esports,1,Karma,Trundle,LeBlanc,Aphelios,Thresh,Mordekaiser,Volibear,Orianna,Ezreal,Leona,12,8,70964,62350,2,3,1,0,8,2,Kalista,Kennen,Sett,Tahm Kench,Varus,Azir,Jayce,Taric,Bard,Wukong,Summit,DuDu (Lee Dong-ju),OnFleek,CaD,FATE (Yoo Su-hyeok),Lava,Route,Viper (Park Do-hyeon),GorillA,Lehends
LCK/2020 Season/Summer Season_Week 4_1_3,2020-07-08 09:48:00,10.13,36.266666666667,DRX,KT Rolster,0,Volibear,Shyvana,Lucian,Kalista,Pantheon,Wukong,Trundle,Twisted Fate,Senna,Maokai,4,19,58308,68146,3,3,0,1,3,10,Karma,Varus,Azir,Ezreal,Kennen,Sett,Mordekaiser,Nidalee,Corki,Akali,Doran (Choi Hyeon-joon),SoHwan,Pyosik,bonO (Kim Gi-beom),Chovy,Ucal,Deft,Aiming,Keria,Smeb
LCK/2020 Season/Summer Season_Week 4_1_2,2020-07-08 08:56:00,10.13,31.366666666667,KT Rolster,DRX,0,Aatrox,Rek'Sai,Orianna,Varus,Maokai,Camille,Lee Sin,Sylas,Kalista,Nautilus,8,12,50885,60611,1,4,0,1,1,9,Sett,Karma,Ezreal,Twisted Fate,Volibear,Kennen,Taric,Azir,Leona,Corki,SoHwan,Doran (Choi Hyeon-joon),bonO (Kim Gi-beom),Pyosik,Ucal,Chovy,Aiming,Deft,Smeb,Keria
LCK/2020 Season/Summer Season_Week 4_1_1,2020-07-08 06:29:00,10.13,35.75,DRX,KT Rolster,0,Camille,Lee Sin,Akali,Aphelios,Nautilus,Kennen,Rek'Sai,Karma,Ashe,Maokai,11,20,62911,65235,2,3,1,0,5,7,Senna,Varus,Volibear,Ezreal,Kalista,Sett,LeBlanc,Sylas,Wukong,Twisted Fate,Doran (Choi Hyeon-joon),SoHwan,Pyosik,bonO (Kim Gi-beom),Chovy,Ucal,Deft,Aiming,Keria,Smeb
LCK/2020 Season/Summer Season_Week 3_10_2,2020-07-05 11:45:00,10.12,35.966666666667,Afreeca Freecs,KT Rolster,1,Urgot,Volibear,Syndra,Kalista,Taric,Renekton,Nidalee,Orianna,Ashe,Tahm Kench,14,3,67333,54994,4,1,1,0,10,1,Twisted Fate,Varus,Aphelios,Karma,Yuumi,Nautilus,Azir,Wukong,Gnar,Zoe,Kiin,Smeb,Spirit,bonO (Kim Gi-beom),Fly (Song Yong-jun),Kuro,Mystic,Aiming,Ben,TusiN
LCK/2020 Season/Summer Season_Week 3_10_1,2020-07-05 09:37:00,10.12,32.2,KT Rolster,Afreeca Freecs,0,Ornn,Trundle,Karma,Miss Fortune,Rakan,Kayle,Volibear,Orianna,Ashe,Braum,4,11,50533,58962,2,3,0,1,3,9,Zoe,Ezreal,Kalista,Varus,Nautilus,Aphelios,Sylas,Yuumi,Twisted Fate,Lulu,Smeb,Kiin,bonO (Kim Gi-beom),Spirit,Kuro,Fly (Song Yong-jun),Aiming,Mystic,TusiN,Ben
LCK/2020 Season/Summer Season_Week 3_9_2,2020-07-05 08:39:00,10.12,22.866666666667,DRX,SeolHaeOne Prince,1,Sett,Rek'Sai,LeBlanc,Ezreal,Nautilus,Wukong,Lee Sin,Lissandra,Aphelios,Bard,23,6,50570,34277,3,0,0,0,10,0,Heimerdinger,Varus,Volibear,Yuumi,Twisted Fate,Karma,Syndra,Camille,Illaoi,Mordekaiser,Doran (Choi Hyeon-joon),ikssu,Pyosik,Flawless,Chovy,Mickey (Son Young-min),Deft,Trigger (Kim Eui-joo),Keria,Mia
LCK/2020 Season/Summer Season_Week 3_9_1,2020-07-05 05:54:00,10.12,28.883333333333,SeolHaeOne Prince,DRX,0,Aatrox,Rek'Sai,Sylas,Varus,Thresh,Camille,Lee Sin,Corki,Ezreal,Leona,4,14,43528,58017,0,4,0,1,1,8,Yuumi,Heimerdinger,Sett,Volibear,Karma,Twisted Fate,Zoe,LeBlanc,Wukong,Syndra,ikssu,Doran (Choi Hyeon-joon),Flawless,Pyosik,Mickey (Son Young-min),Chovy,Trigger (Kim Eui-joo),Deft,Mia,Keria
LCK/2020 Season/Summer Season_Week 3_8_3,2020-07-04 12:44:00,10.12,30.566666666667,Team Dynamics,SANDBOX Gaming,0,Mordekaiser,Volibear,Lucian,Ezreal,Bard,Kennen,Olaf,Corki,Aphelios,Nautilus,5,12,47170,57245,1,4,0,1,0,7,Syndra,Kalista,Varus,Karma,Trundle,Sett,Twisted Fate,LeBlanc,Zoe,Azir,Rich (Lee Jae-won),Summit,Beyond (Kim Kyu-seok),OnFleek,Kuzan,FATE (Yoo Su-hyeok),deokdam,Route,GuGer,GorillA
LCK/2020 Season/Summer Season_Week 3_8_2,2020-07-04 11:42:00,10.12,36.366666666667,SANDBOX Gaming,Team Dynamics,0,Renekton,Olaf,Syndra,Ashe,Braum,Lucian,Nidalee,LeBlanc,Aphelios,Bard,8,20,56535,67290,1,4,0,1,2,10,Kalista,Varus,Trundle,Karma,Volibear,Ezreal,Aatrox,Tahm Kench,Sett,Kennen,Summit,Rich (Lee Jae-won),OnFleek,Beyond (Kim Kyu-seok),FATE (Yoo Su-hyeok),Kuzan,Route,deokdam,GorillA,GuGer
LCK/2020 Season/Summer Season_Week 3_8_1,2020-07-04 09:36:00,10.12,36.45,Team Dynamics,SANDBOX Gaming,0,Jayce,Olaf,Azir,Varus,Blitzcrank,Irelia,Volibear,Syndra,Senna,Tahm Kench,8,15,59383,64167,2,4,0,0,4,7,Karma,Kalista,Trundle,Sett,Twisted Fate,Aatrox,Wukong,Ornn,Kennen,Lucian,Rich (Lee Jae-won),Summit,Beyond (Kim Kyu-seok),OnFleek,Kuzan,FATE (Yoo Su-hyeok),deokdam,Route,GuGer,GorillA
LCK/2020 Season/Summer Season_Week 3_7_2,2020-07-04 08:35:00,10.12,30.333333333333,Hanwha Life Esports,DAMWON Gaming,0,Ornn,Lee Sin,Galio,Ezreal,Bard,Camille,Sett,Twisted Fate,Aphelios,Thresh,12,22,50410,64902,3,2,0,1,1,11,Syndra,Yuumi,Senna,Varus,Zoe,Trundle,Nautilus,Volibear,Kayle,Wukong,DuDu (Lee Dong-ju),Nuguri,CaD,Canyon,Lava,ShowMaker,Viper (Park Do-hyeon),Ghost (Jang Yong-jun),Lehends,BeryL
LCK/2020 Season/Summer Season_Week 3_7_1,2020-07-04 06:16:00,10.12,24.85,DAMWON Gaming,Hanwha Life Esports,1,Wukong,Trundle,Zoe,Ezreal,Pantheon,Renekton,Lee Sin,Karma,Aphelios,Shen,19,8,51817,40256,2,1,1,0,9,3,Yuumi,Varus,Sett,Syndra,Twisted Fate,Bard,Thresh,Leona,Mordekaiser,Tahm Kench,Nuguri,DuDu (Lee Dong-ju),Canyon,CaD,ShowMaker,Lava,Ghost (Jang Yong-jun),Viper (Park Do-hyeon),BeryL,Lehends
LCK/2020 Season/Summer Season_Week 3_6_2,2020-07-03 11:47:00,10.12,24.583333333333,T1,Gen.G,1,Ornn,Sett,Twisted Fate,Miss Fortune,Blitzcrank,Mordekaiser,Lee Sin,Azir,Aphelios,Tahm Kench,18,2,49830,39385,2,1,1,0,9,3,Volibear,Varus,Ashe,Karma,Kalista,Ezreal,Trundle,Olaf,Sylas,Rek'Sai,Canna,Rascal,Cuzz,Clid,Faker,Bdd,Teddy,Ruler,Effort,Kellin
LCK/2020 Season/Summer Season_Week 3_6_1,2020-07-03 09:35:00,10.12,38.65,Gen.G,T1,0,Kennen,Volibear,Ekko,Ezreal,Bard,Sylas,Olaf,Azir,Aphelios,Thresh,2,7,64484,69695,4,2,0,1,3,7,Sett,Kalista,Twisted Fate,Karma,Trundle,Lee Sin,LeBlanc,Renekton,Jayce,Ornn,Rascal,Canna,Clid,Cuzz,Bdd,Faker,Ruler,Teddy,Kellin,Effort
LCK/2020 Season/Summer Season_Week 3_5_2,2020-07-03 08:36:00,10.12,30.116666666667,SeolHaeOne Prince,KT Rolster,0,Illaoi,Trundle,Sylas,Miss Fortune,Yuumi,Gnar,Lee Sin,Twisted Fate,Senna,Wukong,2,17,43930,61732,2,3,0,2,1,9,Kalista,Varus,Ashe,Karma,Ezreal,Aphelios,Maokai,Ornn,Kennen,Mordekaiser,ikssu,Smeb,Flawless,bonO (Kim Gi-beom),Mickey (Son Young-min),Kuro,HyBriD (Lee Woo-jin),Aiming,Secret (Park Ki-sun),TusiN
LCK/2020 Season/Summer Season_Week 3_5_1,2020-07-03 06:02:00,10.12,28.566666666667,KT Rolster,SeolHaeOne Prince,1,Renekton,Nidalee,Orianna,Ezreal,Tahm Kench,Ornn,Trundle,Twisted Fate,Kai'Sa,Rakan,15,4,54776,42578,4,0,1,0,8,0,Yuumi,Varus,Kalista,Karma,Nautilus,Lee Sin,Illaoi,Olaf,Wukong,None,Smeb,ikssu,bonO (Kim Gi-beom),Flawless,Kuro,Mickey (Son Young-min),Aiming,HyBriD (Lee Woo-jin),TusiN,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 3_4_2,2020-07-02 11:44:00,10.12,25.266666666667,Team Dynamics,DRX,0,Aatrox,Trundle,Zoe,Varus,Galio,Camille,Lee Sin,Corki,Ezreal,Sett,6,17,39336,52126,0,3,0,1,2,9,Yuumi,Heimerdinger,Twisted Fate,Rek'Sai,Kalista,Karma,Bard,Mordekaiser,Sylas,Lucian,Rich (Lee Jae-won),Doran (Choi Hyeon-joon),Beyond (Kim Kyu-seok),Pyosik,Kuzan,Chovy,deokdam,Deft,GuGer,Keria
LCK/2020 Season/Summer Season_Week 3_4_1,2020-07-02 09:34:00,10.12,34.133333333333,DRX,Team Dynamics,1,Wukong,Nidalee,Sett,Aphelios,Pyke,Mordekaiser,Trundle,Lucian,Heimerdinger,Senna,17,13,67739,56297,3,3,0,0,7,1,Kalista,Varus,Pantheon,Yuumi,Karma,Ezreal,Yasuo,Kennen,Azir,Twisted Fate,Doran (Choi Hyeon-joon),Rich (Lee Jae-won),Pyosik,Beyond (Kim Kyu-seok),Chovy,Kuzan,Deft,deokdam,Keria,GuGer
LCK/2020 Season/Summer Season_Week 3_3_2,2020-07-02 08:35:00,10.12,33.95,Afreeca Freecs,Hanwha Life Esports,1,Kennen,Trundle,Zoe,Kalista,Nautilus,Jayce,Lee Sin,Twisted Fate,Ezreal,Braum,17,3,61721,55675,4,1,0,0,7,3,Yuumi,Varus,Sett,Karma,Aphelios,Orianna,Wukong,Mordekaiser,Nidalee,Galio,Kiin,DuDu (Lee Dong-ju),Spirit,CaD,Fly (Song Yong-jun),Lava,Mystic,Viper (Park Do-hyeon),Ben,Lehends
LCK/2020 Season/Summer Season_Week 3_3_1,2020-07-02 07:07:00,10.12,27.666666666667,Hanwha Life Esports,Afreeca Freecs,0,Kennen,Lee Sin,Karma,Aphelios,Lulu,Wukong,Trundle,Orianna,Ezreal,Bard,3,13,43695,52064,2,2,1,0,1,9,Zoe,Varus,Nautilus,Yuumi,Poppy,Kalista,Braum,Syndra,Jayce,Azir,CuVee,Kiin,CaD,Spirit,Lava,Fly (Song Yong-jun),Viper (Park Do-hyeon),Mystic,Lehends,Ben
LCK/2020 Season/Summer Season_Week 3_2_2,2020-07-01 10:42:00,10.12,27.616666666667,SANDBOX Gaming,Gen.G,0,Kennen,Jarvan IV,Corki,Aphelios,Thresh,Ornn,Volibear,Azir,Ashe,Tahm Kench,9,26,45354,58714,1,3,0,1,1,10,Ezreal,Varus,Kalista,Karma,Trundle,Sett,Zoe,LeBlanc,Twisted Fate,Syndra,Summit,Rascal,OnFleek,Clid,FATE (Yoo Su-hyeok),Bdd,Route,Ruler,Kabbie,Kellin
LCK/2020 Season/Summer Season_Week 3_2_1,2020-07-01 09:06:00,10.12,32.033333333333,Gen.G,SANDBOX Gaming,1,Renekton,Lee Sin,Ekko,Ashe,Karma,Ornn,Trundle,Azir,Aphelios,Thresh,16,2,67022,50500,5,0,1,0,11,1,Sett,Varus,Yuumi,Ezreal,LeBlanc,Kalista,Nautilus,Braum,Jayce,Zoe,Rascal,Summit,Clid,OnFleek,Bdd,FATE (Yoo Su-hyeok),Ruler,Route,Kellin,Kabbie
LCK/2020 Season/Summer Season_Week 3_1_2,2020-07-01 07:47:00,10.12,49.2,DAMWON Gaming,T1,1,Sylas,Lee Sin,Syndra,Varus,Thresh,Kennen,Trundle,LeBlanc,Ezreal,Braum,12,8,86245,78793,4,4,1,0,9,3,Twisted Fate,Pantheon,Kalista,Senna,Sett,Fiddlesticks,Bard,Jayce,Ornn,Karma,Nuguri,Canna,Canyon,Ellim,ShowMaker,Faker,Ghost (Jang Yong-jun),Teddy,BeryL,Effort
LCK/2020 Season/Summer Season_Week 3_1_1,2020-07-01 05:34:00,10.12,35.433333333333,T1,DAMWON Gaming,0,Mordekaiser,Lee Sin,Neeko,Kalista,Nautilus,Wukong,Trundle,Sylas,Ezreal,Bard,10,11,58178,62893,3,2,0,1,3,7,Senna,Varus,Pantheon,Twisted Fate,Syndra,Sett,Zoe,Azir,Jayce,LeBlanc,Canna,Nuguri,Ellim,Canyon,Faker,ShowMaker,Teddy,Ghost (Jang Yong-jun),Effort,BeryL
LCK/2020 Season/Summer Season_Week 2_10_2,2020-06-28 10:39:00,10.12,34.55,T1,SANDBOX Gaming,1,Kennen,Trundle,Azir,Kalista,Rakan,Lucian,Gragas,Irelia,Syndra,Sett,14,8,64991,58095,2,3,1,0,7,3,Karma,Varus,Olaf,Ezreal,Aphelios,Twisted Fate,Senna,Taric,Kai'Sa,Nautilus,Canna,Summit,Ellim,OnFleek,Faker,Dove,Teddy,Route,Effort,GorillA
LCK/2020 Season/Summer Season_Week 2_10_1,2020-06-28 08:48:00,10.12,32.416666666667,SANDBOX Gaming,T1,0,Lucian,Gragas,Syndra,Varus,Tahm Kench,Jayce,Trundle,Azir,Kalista,Blitzcrank,10,24,53180,67572,2,3,0,2,3,11,Twisted Fate,Karma,Ezreal,Aphelios,Sett,Olaf,Ornn,Lee Sin,Wukong,Jarvan IV,Summit,Canna,OnFleek,Ellim,Dove,Faker,Route,Teddy,GorillA,Effort
LCK/2020 Season/Summer Season_Week 2_9_2,2020-06-28 07:50:00,10.12,39.65,DRX,Afreeca Freecs,1,Kennen,Olaf,Gragas,Ezreal,Yuumi,Jayce,Trundle,Zoe,Aphelios,Nautilus,14,18,69890,68199,2,4,1,0,9,6,Kalista,Varus,Karma,Sett,Poppy,Nidalee,Pantheon,LeBlanc,Aurelion Sol,Twisted Fate,Doran (Choi Hyeon-joon),Kiin,Pyosik,Spirit,Chovy,Fly (Song Yong-jun),Deft,Mystic,Keria,Ben
LCK/2020 Season/Summer Season_Week 2_9_1,2020-06-28 06:30:00,10.12,34.666666666667,Afreeca Freecs,DRX,0,Mordekaiser,Trundle,Twisted Fate,Aphelios,Nautilus,Karma,Lee Sin,Morgana,Ezreal,Braum,3,17,52845,65857,1,4,0,1,2,11,Yuumi,Varus,Nidalee,Kalista,Sett,Poppy,Wukong,Jayce,Aatrox,Lulu,Kiin,Doran (Choi Hyeon-joon),Spirit,Pyosik,Fly (Song Yong-jun),Chovy,Mystic,Deft,Ben,Keria
LCK/2020 Season/Summer Season_Week 2_8_2,2020-06-27 10:31:00,10.12,21.633333333333,KT Rolster,DAMWON Gaming,0,Mordekaiser,Jarvan IV,Galio,Kalista,Taric,Sett,Trundle,Kassadin,Senna,Maokai,5,23,31700,46603,0,3,0,1,1,7,Jayce,Varus,Zoe,Karma,Syndra,Ezreal,Corki,Rumble,Kayle,Azir,Smeb,Nuguri,bonO (Kim Gi-beom),Canyon,Kuro,ShowMaker,Aiming,Ghost (Jang Yong-jun),TusiN,BeryL
LCK/2020 Season/Summer Season_Week 2_8_1,2020-06-27 09:35:00,10.12,23.25,DAMWON Gaming,KT Rolster,1,Sett,Fiddlesticks,Jayce,Ezreal,Bard,Ornn,Trundle,Lulu,Aphelios,Yuumi,13,5,46074,34900,2,1,0,0,8,0,Kalista,Varus,Karma,Zoe,Twisted Fate,Syndra,Nautilus,Corki,Azir,Nidalee,Nuguri,Smeb,Canyon,bonO (Kim Gi-beom),ShowMaker,Kuro,Ghost (Jang Yong-jun),Aiming,BeryL,TusiN
LCK/2020 Season/Summer Season_Week 2_7_2,2020-06-27 07:36:00,10.12,26.133333333333,Gen.G,SeolHaeOne Prince,1,Karma,Lee Sin,Twisted Fate,Ezreal,Tahm Kench,Renekton,Trundle,Zoe,Aphelios,Nautilus,22,7,53891,38847,2,2,1,0,10,0,Qiyana,Varus,Pantheon,Kalista,Yuumi,Sett,Ornn,LeBlanc,Syndra,Azir,Rascal,ikssu,Clid,Flawless,Bdd,Keine,Ruler,HyBriD (Lee Woo-jin),Life,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 2_7_1,2020-06-27 05:15:00,10.12,28.35,SeolHaeOne Prince,Gen.G,0,Mordekaiser,Rek'Sai,Syndra,Aphelios,Lulu,Ornn,Trundle,Taliyah,Ashe,Braum,5,19,42557,54806,0,4,0,1,2,8,Azir,Varus,Kalista,Karma,Sett,Ezreal,Galio,Nautilus,LeBlanc,Thresh,ikssu,Rascal,Kuma (Park Hyeon-gyu),Clid,Mickey (Son Young-min),Bdd,HyBriD (Lee Woo-jin),Ruler,Secret (Park Ki-sun),Life
LCK/2020 Season/Summer Season_Week 2_6_2,2020-06-26 11:10:00,10.12,29.833333333333,Team Dynamics,Hanwha Life Esports,1,Jayce,Trundle,LeBlanc,Kalista,Galio,Volibear,Taliyah,Syndra,Xayah,Rakan,11,2,52722,44015,4,1,0,0,8,1,Yuumi,Varus,Sett,Aphelios,Karma,Ezreal,Pantheon,Aatrox,Alistar,Mordekaiser,Rich (Lee Jae-won),CuVee,Beyond (Kim Kyu-seok),Haru,Kuzan,Lava,deokdam,Viper (Park Do-hyeon),GuGer,Lehends
LCK/2020 Season/Summer Season_Week 2_6_1,2020-06-26 09:41:00,10.12,33.45,Hanwha Life Esports,Team Dynamics,0,Sett,Kindred,Karma,Kai'Sa,Nautilus,Mordekaiser,Olaf,Azir,Ezreal,Galio,10,16,52687,62878,2,3,0,2,1,11,Aatrox,Varus,Kalista,Yuumi,Trundle,Aphelios,Volibear,Kennen,Bard,Elise,CuVee,Rich (Lee Jae-won),Haru,Beyond (Kim Kyu-seok),Lava,Kuzan,Viper (Park Do-hyeon),deokdam,Lehends,GuGer
LCK/2020 Season/Summer Season_Week 2_5_3,2020-06-26 08:38:00,10.12,31.716666666667,Afreeca Freecs,T1,0,Mordekaiser,Trundle,Viktor,Ezreal,Braum,Jayce,Olaf,Azir,Miss Fortune,Nautilus,13,28,53959,69810,1,4,0,2,1,10,Sett,Varus,Yuumi,Aphelios,Twisted Fate,Kalista,Lee Sin,Urgot,Gragas,Karma,Kiin,Canna,Spirit,Ellim,Fly (Song Yong-jun),Faker,Mystic,Teddy,Ben,Effort
LCK/2020 Season/Summer Season_Week 2_5_2,2020-06-26 07:46:00,10.12,25.316666666667,T1,Afreeca Freecs,1,Kennen,Olaf,Twisted Fate,Kalista,Alistar,Sylas,Graves,Galio,Ashe,Braum,21,1,55154,36115,4,0,1,0,10,0,Karma,Varus,Trundle,Sett,Yuumi,Aphelios,Urgot,Wukong,Lee Sin,Bard,Canna,Kiin,Ellim,Spirit,Faker,Fly (Song Yong-jun),Teddy,Mystic,Effort,Ben
